Date,Campaign_Platform,Campaign_Type,Ad_Spend_USD,Clicks,Impressions,Conversions,Revenue_USD,Target_Audience,SEO_Keyword,SEO_Search_Volume,SEO_Difficulty
2024-05-29,Instagram,Performance/ROAS,295.68,165,32729,6,599.81,Working Professionals,secure investment tracker,26041,0.6
2024-07-08,Facebook,Brand Awareness,317.24,2383,22668,11,791.37,Gen Z,easy goal setting,2541,0.9
2024-11-16,Google Search,Performance/ROAS,121.79,4690,21760,15,508.06,Gen Z,top rated productivity app,1253,3.1
2024-05-08,Instagram,Performance/ROAS,312.22,1524,37684,13,677.97,Gen Z,easy goal setting,29659,2.0
2024-03-12,Facebook,Performance/ROAS,20.62,3480,14492,11,368.5,Gen Z,best budget planning app,14704,3.1
2024-04-25,Google Search,Performance/ROAS,79.01,299,4360,15,261.29,Gen Z,free habit tracker,21775,1.2
2024-08-12,Google Search,App Install,398.06,1425,45697,12,0.0,Students,best budget planning app,25983,3.9
2024-09-14,TikTok,Performance/ROAS,134.67,4971,15793,11,869.68,Gen Z,best budget planning app,35606,0.7
2024-03-19,Google Search,Performance/ROAS,453.35,3762,33498,7,21.59,Gen Z,best budget planning app,4358,2.5
2024-05-17,Google Search,Re-engagement,344.25,1047,3418,14,335.28,Millennials,secure investment tracker,17120,4.1
2024-02-24,Instagram,Performance/ROAS,42.84,2925,23232,9,884.89,Millennials,secure investment tracker,23956,0.9
2024-11-22,Instagram,App Install,255.72,3344,41003,9,0.0,Students,easy goal setting,27400,2.8
2024-10-15,Facebook,Performance/ROAS,456.74,3129,47654,14,45.87,Working Professionals,best budget planning app,44966,4.0
2024-11-03,Facebook,Re-engagement,66.07,3202,31195,8,522.24,Working Professionals,mobile finance solutions,40838,5.0
2024-11-04,Google Search,Brand Awareness,488.1,690,19137,12,894.5,Working Professionals,best budget planning app,29729,3.2
2024-05-25,Facebook,Performance/ROAS,224.37,4064,24504,7,531.2,Gen Z,secure investment tracker,29953,0.9
2024-06-04,Google Search,Brand Awareness,158.79,1231,16394,12,298.83,Working Professionals,best budget planning app,44161,3.6
2024-12-17,Facebook,Performance/ROAS,81.98,2450,49570,3,10.738,Gen Z,best budget planning app,31063,2.3
2024-10-18,Google Search,Performance/ROAS,222.29,2814,13232,5,846.08,Students,best budget planning app,14241,1.9
2024-05-24,Facebook,Re-engagement,250.12,1985,48618,9,880.48,Students,secure investment tracker,27260,3.1
2024-10-15,Google Search,Re-engagement,223.65,221,14615,15,436.64,Millennials,top rated productivity app,49974,4.5
2024-02-01,Google Search,Performance/ROAS,368.93,2376,21911,8,974.27,Students,free habit tracker,24202,1.6
2024-02-17,Google Search,Brand Awareness,53.22,2773,22595,16,953.58,Working Professionals,secure investment tracker,49782,4.1
2024-01-23,Google Search,Performance/ROAS,229.24,911,23299,5,498.37,Millennials,free habit tracker,41385,1.8
2024-01-27,TikTok,Re-engagement,224.14,4644,26956,12,486.87,Gen Z,top rated productivity app,43557,3.7
2024-11-04,TikTok,Performance/ROAS,125.01,2246,45365,12,967.38,Working Professionals,easy goal setting,10709,4.5
2024-05-13,Instagram,Performance/ROAS,53.03,867,12512,10,45.54,Working Professionals,top rated productivity app,15549,1.6
2024-06-25,Google Search,Performance/ROAS,159.94,2038,30938,9,909.21,Working Professionals,top rated productivity app,41282,3.0
2024-06-07,Google Search,Re-engagement,336.38,956,48452,9,193.02,Gen Z,easy goal setting,29854,1.9
2024-10-22,Facebook,App Install,433.37,3431,45477,15,0.0,Gen Z,free habit tracker,9273,2.9
2024-08-27,Google Search,Re-engagement,184.29,4240,7625,13,291.44,Millennials,best budget planning app,1003,3.5
2024-01-01,Facebook,App Install,399.01,4746,20321,9,0.0,Gen Z,secure investment tracker,20110,1.8
2024-03-31,TikTok,App Install,141.51,2581,13816,13,0.0,Working Professionals,free habit tracker,40253,4.0
2024-04-30,Facebook,Performance/ROAS,425.0,388,13573,12,895.02,Gen Z,easy goal setting,42922,1.0
2024-02-26,Google Search,Performance/ROAS,464.92,4136,18728,12,255.44,Millennials,top rated productivity app,14430,4.9
2024-06-26,Google Search,Performance/ROAS,454.63,1693,30490,10,124.55,Working Professionals,easy goal setting,43481,1.5
2024-02-09,Facebook,Performance/ROAS,250.5,4050,24572,14,768.36,Students,easy goal setting,20262,2.9
2024-06-17,Facebook,Performance/ROAS,147.06,2348,10741,12,805.11,Students,secure investment tracker,37513,1.2
2024-02-05,Facebook,Re-engagement,169.83,1175,20074,7,588.31,Students,mobile finance solutions,41902,2.3
2024-11-27,Facebook,Re-engagement,449.99,4347,18277,7,610.6,Millennials,top rated productivity app,10039,2.4
2024-11-30,Google Search,App Install,83.35,4732,7524,14,0.0,Working Professionals,easy goal setting,36221,2.8
2024-12-02,Google Search,App Install,388.68,2545,12598,5,0.0,Gen Z,secure investment tracker,35683,1.5
2024-11-19,TikTok,Performance/ROAS,181.68,641,33169,7,581.46,Millennials,easy goal setting,35209,1.0
2024-12-06,Facebook,Brand Awareness,246.78,530,5496,9,395.34,Gen Z,mobile finance solutions,41353,1.5
2024-01-09,Google Search,App Install,303.2,4511,12865,17,0.0,Working Professionals,free habit tracker,48829,3.5
2024-09-25,Facebook,App Install,465.6,4521,15380,8,0.0,Millennials,mobile finance solutions,36951,3.7
2024-01-30,Google Search,Brand Awareness,65.33,1380,14463,10,113.87,Millennials,free habit tracker,17726,2.4
2024-07-08,Facebook,Performance/ROAS,425.45,3069,30910,10,628.36,Millennials,secure investment tracker,24313,2.9
2024-03-12,Facebook,Performance/ROAS,384.0,2923,31862,7,59.3,Millennials,secure investment tracker,41553,1.7
2024-12-02,Google Search,Performance/ROAS,371.92,2832,30320,11,848.45,Gen Z,free habit tracker,45607,1.8
2024-07-13,Facebook,Performance/ROAS,284.76,4458,48548,14,469.14,Working Professionals,free habit tracker,6210,4.5
2024-06-16,Facebook,Performance/ROAS,113.53,1953,49886,8,363.18,Students,mobile finance solutions,1650,3.2
2024-07-05,Facebook,App Install,214.91,4394,12483,11,0.0,Students,top rated productivity app,18932,1.1
2024-01-13,Facebook,App Install,450.26,4653,9379,8,0.0,Millennials,best budget planning app,2390,4.0
2024-04-13,Google Search,Performance/ROAS,290.11,1300,9470,12,225.93,Gen Z,best budget planning app,14283,5.0
2024-05-25,Facebook,App Install,438.82,2716,26206,10,0.0,Working Professionals,secure investment tracker,14503,3.2
2024-04-13,Instagram,Performance/ROAS,135.64,2442,30206,4,43.580000000000005,Gen Z,free habit tracker,35271,3.8
2024-05-27,Google Search,Re-engagement,268.74,1905,26764,10,739.62,Students,free habit tracker,39310,2.8
2024-12-24,Google Search,Performance/ROAS,232.13,1323,29069,12,870.07,Millennials,secure investment tracker,33498,4.8
2024-02-06,Instagram,Performance/ROAS,31.43,4251,49818,8,756.73,Millennials,free habit tracker,34767,3.5
2024-10-13,Google Search,App Install,95.59,4338,37895,11,0.0,Gen Z,best budget planning app,12973,1.7
2024-08-30,Instagram,Re-engagement,92.2,3437,16265,8,643.26,Students,mobile finance solutions,49094,3.8
2024-11-13,Google Search,Re-engagement,89.64,510,49097,5,16.51,Gen Z,free habit tracker,18029,2.8
2024-01-28,Facebook,Performance/ROAS,49.7,4672,41215,10,247.53,Working Professionals,easy goal setting,16556,4.0
2024-11-30,Google Search,Brand Awareness,426.46,4891,10549,7,993.55,Millennials,free habit tracker,35809,1.1
2024-10-12,Google Search,Performance/ROAS,430.62,706,2472,12,799.65,Working Professionals,free habit tracker,41709,4.7
2024-04-26,Facebook,Performance/ROAS,488.4,3654,33571,8,624.29,Gen Z,free habit tracker,46725,1.7
2024-12-25,TikTok,Re-engagement,231.25,321,40956,2,6.407,Working Professionals,top rated productivity app,8685,0.8
2024-10-17,Facebook,App Install,76.88,378,12450,8,0.0,Gen Z,best budget planning app,17372,1.1
2024-01-16,Google Search,Re-engagement,287.02,3587,20137,8,308.34,Gen Z,easy goal setting,9552,1.7
2024-03-25,Facebook,Performance/ROAS,295.58,4255,11454,11,884.27,Students,mobile finance solutions,48641,3.5
2024-08-17,TikTok,App Install,422.31,3469,18902,8,0.0,Gen Z,free habit tracker,39694,2.1
2024-04-08,Google Search,Performance/ROAS,404.95,1524,47127,14,846.34,Working Professionals,best budget planning app,10330,2.6
2024-03-08,TikTok,Brand Awareness,252.27,4777,19812,9,685.09,Working Professionals,easy goal setting,19838,1.9
2024-09-18,Facebook,Brand Awareness,299.23,2875,40166,14,273.49,Working Professionals,best budget planning app,42148,1.8
2024-10-30,Facebook,Performance/ROAS,320.58,634,39215,14,86.46,Working Professionals,mobile finance solutions,32044,4.0
2024-06-22,Google Search,App Install,476.44,1334,6310,13,0.0,Working Professionals,top rated productivity app,46864,2.0
2024-01-02,Google Search,Re-engagement,457.03,1105,11209,12,967.81,Millennials,easy goal setting,4400,3.4
2024-10-04,Facebook,Performance/ROAS,282.54,292,47003,9,169.42,Millennials,secure investment tracker,15491,3.8
2024-02-03,Facebook,Performance/ROAS,147.32,1328,37213,12,207.09,Working Professionals,best budget planning app,13743,3.5
2024-04-11,Google Search,Performance/ROAS,494.55,183,46882,11,271.11,Gen Z,easy goal setting,13147,4.6
2024-08-08,Google Search,Re-engagement,167.53,1628,43884,15,913.52,Gen Z,secure investment tracker,43827,4.0
2024-05-13,Google Search,Performance/ROAS,474.21,3266,36182,11,184.61,Gen Z,secure investment tracker,40910,2.7
2024-04-13,Facebook,App Install,289.33,1018,39131,6,0.0,Millennials,free habit tracker,19845,4.8
2024-06-23,Facebook,Performance/ROAS,320.62,2286,10093,13,149.95,Gen Z,easy goal setting,31395,4.3
2024-04-25,Instagram,App Install,362.38,4501,1622,5,0.0,Students,mobile finance solutions,36569,1.0
2024-04-24,Google Search,Performance/ROAS,471.43,62,48467,10,27.79,Gen Z,top rated productivity app,10996,1.9
2024-06-20,TikTok,Brand Awareness,103.21,1728,10085,14,155.74,Students,top rated productivity app,44963,3.3
2024-05-06,Google Search,Performance/ROAS,301.94,3216,48265,10,944.53,Working Professionals,top rated productivity app,10669,1.8
2024-05-20,Google Search,Performance/ROAS,414.19,3502,35301,8,880.9,Millennials,best budget planning app,24024,3.3
2024-03-24,Facebook,Performance/ROAS,454.45,538,36663,7,181.3,Gen Z,secure investment tracker,34908,3.5
2024-03-20,Instagram,Performance/ROAS,345.51,2620,7892,6,440.35,Millennials,mobile finance solutions,7733,0.9
2024-01-24,Google Search,Performance/ROAS,93.56,2554,42693,9,733.87,Students,secure investment tracker,16846,4.7
2024-10-19,Facebook,Brand Awareness,379.81,4326,41879,8,553.73,Millennials,free habit tracker,28369,3.9
2024-10-20,TikTok,Performance/ROAS,347.26,385,28032,15,707.71,Gen Z,mobile finance solutions,18866,2.8
2024-08-10,Facebook,App Install,334.14,787,25707,8,0.0,Gen Z,top rated productivity app,24986,2.0
2024-02-07,Facebook,Performance/ROAS,117.69,2271,32467,9,403.53,Millennials,mobile finance solutions,22291,4.2
2024-01-24,TikTok,Performance/ROAS,470.6,2600,33302,8,769.09,Working Professionals,secure investment tracker,41613,2.7
2024-11-01,TikTok,Performance/ROAS,471.95,1234,28876,10,469.48,Gen Z,free habit tracker,34357,4.4
2024-05-31,Facebook,App Install,250.87,4120,15054,8,0.0,Millennials,free habit tracker,43617,4.0
2024-12-24,Google Search,Performance/ROAS,49.49,172,26225,15,870.49,Working Professionals,easy goal setting,47982,3.4
2024-03-17,Instagram,Performance/ROAS,239.31,3056,28819,5,137.85,Gen Z,top rated productivity app,47893,1.2
2024-02-04,Facebook,Performance/ROAS,407.8,3082,15879,10,748.35,Millennials,easy goal setting,43092,3.0
2024-10-22,Google Search,Performance/ROAS,67.72,2662,28231,7,285.41,Gen Z,best budget planning app,38695,2.4
2024-01-30,TikTok,Performance/ROAS,370.71,3361,27653,12,373.56,Students,secure investment tracker,5874,2.1
2024-12-28,Google Search,Brand Awareness,416.71,2778,2465,6,775.44,Gen Z,easy goal setting,47496,0.7
2024-03-20,TikTok,Performance/ROAS,231.47,3101,48080,13,60.47,Gen Z,secure investment tracker,3473,1.1
2024-07-27,TikTok,Performance/ROAS,475.47,385,46627,11,842.38,Working Professionals,easy goal setting,14332,2.8
2024-11-27,Google Search,Performance/ROAS,301.26,4830,10166,9,460.74,Millennials,free habit tracker,35366,4.2
2024-05-28,Facebook,Performance/ROAS,486.89,3250,41311,10,958.66,Students,easy goal setting,45054,4.8
2024-10-03,Facebook,Re-engagement,314.65,4982,24013,15,823.74,Gen Z,easy goal setting,44948,4.8
2024-10-24,TikTok,Performance/ROAS,472.52,606,9234,10,873.97,Working Professionals,easy goal setting,11397,0.8
2024-03-07,Facebook,Re-engagement,181.83,4409,44913,6,397.74,Students,top rated productivity app,48738,4.7
2024-04-14,Facebook,Re-engagement,58.46,3194,26546,10,95.69,Millennials,easy goal setting,40778,1.6
2024-11-24,Facebook,Performance/ROAS,452.08,1506,5607,11,901.15,Students,secure investment tracker,13266,2.3
2024-01-21,Facebook,Brand Awareness,190.06,2298,3907,12,747.5,Working Professionals,best budget planning app,24546,4.8
2024-12-12,Instagram,Performance/ROAS,235.16,3701,8950,11,660.78,Millennials,mobile finance solutions,43261,3.4
2024-10-21,Google Search,Performance/ROAS,76.58,1950,44787,13,979.96,Working Professionals,secure investment tracker,10981,2.3
2024-04-28,Google Search,Performance/ROAS,282.18,1173,35015,7,302.99,Students,mobile finance solutions,17897,1.4
2024-02-26,Instagram,Performance/ROAS,336.37,365,12086,9,269.14,Students,best budget planning app,39929,3.9
2024-05-04,Facebook,Performance/ROAS,62.14,2677,29640,15,166.49,Students,top rated productivity app,29638,4.1
2024-06-19,Facebook,App Install,32.29,2856,4733,10,0.0,Working Professionals,mobile finance solutions,13935,5.0
2024-05-11,Facebook,Re-engagement,470.72,1313,38655,6,554.47,Working Professionals,free habit tracker,29878,2.4
2024-08-26,Facebook,Performance/ROAS,139.17,184,25417,13,810.94,Working Professionals,top rated productivity app,23899,4.0
2024-01-24,Google Search,Performance/ROAS,408.16,1439,5605,7,594.21,Students,easy goal setting,18025,4.1
2024-09-07,Facebook,Performance/ROAS,181.74,4547,37737,1,23.704,Students,easy goal setting,40558,1.3
2024-07-12,Facebook,Performance/ROAS,431.49,433,5376,8,135.08,Millennials,free habit tracker,39023,1.1
2024-07-10,Google Search,Performance/ROAS,181.43,4892,17359,12,601.31,Millennials,top rated productivity app,32427,1.0
2024-08-25,Google Search,Performance/ROAS,446.18,2891,10207,8,10.51,Gen Z,best budget planning app,3041,4.5
2024-09-05,Facebook,Re-engagement,262.3,1511,10393,7,672.09,Millennials,top rated productivity app,42948,1.1
2024-11-22,Facebook,Performance/ROAS,96.79,296,2451,15,598.27,Working Professionals,best budget planning app,2982,4.5
2024-05-15,Facebook,Performance/ROAS,260.86,2200,26580,11,613.32,Millennials,free habit tracker,26431,3.5
2024-09-01,TikTok,Performance/ROAS,190.24,2820,28010,11,532.25,Students,secure investment tracker,26841,3.1
2024-03-15,Google Search,Brand Awareness,307.11,2902,48412,10,246.52,Students,top rated productivity app,48228,3.2
2024-09-12,Instagram,Brand Awareness,283.25,4821,2624,13,44.58,Gen Z,free habit tracker,43534,2.5
2024-05-01,Facebook,Brand Awareness,33.51,4257,44198,15,625.61,Students,top rated productivity app,16947,3.5
2024-08-17,Google Search,Performance/ROAS,324.5,3440,45120,10,182.36,Millennials,top rated productivity app,1954,3.8
2024-04-19,Facebook,App Install,254.13,3132,22940,9,0.0,Millennials,free habit tracker,25971,1.4
2024-04-27,Instagram,App Install,7.35,1709,10436,14,0.0,Gen Z,secure investment tracker,30425,4.3
2024-02-22,Facebook,Performance/ROAS,21.49,1771,45797,9,717.59,Working Professionals,top rated productivity app,31767,3.7
2024-02-01,Google Search,App Install,86.65,394,17495,6,0.0,Gen Z,best budget planning app,17047,4.7
2024-10-21,Google Search,App Install,83.61,2039,7502,10,0.0,Millennials,easy goal setting,24683,4.2
2024-08-12,Facebook,Performance/ROAS,237.07,3801,26475,11,672.87,Working Professionals,top rated productivity app,22535,3.2
2024-01-09,Google Search,App Install,468.6,1640,24949,7,0.0,Students,best budget planning app,6673,1.9
2024-08-22,Google Search,Performance/ROAS,126.47,2738,20363,9,424.82,Gen Z,mobile finance solutions,1164,4.9
2024-10-19,Facebook,Performance/ROAS,344.21,1582,21317,9,855.91,Gen Z,best budget planning app,30185,2.3
2024-08-28,Google Search,Performance/ROAS,150.32,2054,24868,11,729.11,Millennials,secure investment tracker,8541,1.6
2024-05-07,Google Search,Brand Awareness,80.46,523,34163,15,937.46,Working Professionals,top rated productivity app,40344,3.5
2024-11-15,Facebook,App Install,246.25,399,7772,5,0.0,Students,top rated productivity app,14472,2.9
2024-01-04,Facebook,App Install,489.79,3594,35953,14,0.0,Working Professionals,easy goal setting,16395,4.0
2024-01-15,Facebook,Re-engagement,244.23,2630,33947,8,320.3,Gen Z,mobile finance solutions,40409,4.4
2024-08-26,Instagram,Brand Awareness,480.99,4507,2629,11,84.95,Gen Z,best budget planning app,32773,1.1
2024-10-03,Facebook,Re-engagement,237.65,2981,49668,13,739.75,Students,best budget planning app,28061,3.0
2024-10-15,Instagram,Performance/ROAS,325.52,4065,42714,11,333.22,Working Professionals,top rated productivity app,1922,3.5
2024-09-27,Google Search,Performance/ROAS,66.84,3638,7709,9,959.91,Working Professionals,top rated productivity app,15036,4.4
2024-06-25,Facebook,Performance/ROAS,101.81,941,21384,1,3.3520000000000003,Working Professionals,best budget planning app,49872,2.2
2024-01-29,Facebook,Brand Awareness,415.76,2961,26135,7,652.14,Millennials,top rated productivity app,37451,1.4
2024-11-23,Facebook,Re-engagement,415.52,1206,18289,8,219.6,Millennials,best budget planning app,19188,3.2
2024-08-22,Facebook,Performance/ROAS,270.42,3954,1294,9,138.67,Gen Z,easy goal setting,25260,3.1
2024-08-26,Facebook,Performance/ROAS,372.46,3485,11632,9,713.57,Millennials,mobile finance solutions,7458,2.0
2024-08-10,Google Search,Re-engagement,145.84,2203,28049,8,915.95,Gen Z,free habit tracker,9392,2.4
2024-06-25,Google Search,Performance/ROAS,51.9,1207,11581,8,40.13,Working Professionals,free habit tracker,6954,1.3
2024-08-23,Google Search,App Install,293.27,672,41831,11,0.0,Gen Z,best budget planning app,35120,3.6
